char01,char02,char03,char04,char05,char06,char07,char08,Valid
t,r,a,u,m,a,s, ,valid
h,t,h,h,h,b,n, ,invalid
j,a,t,e, , , , ,invalid
e,j,b,g,g, , , ,invalid
h,o,c,k,e,y, , ,valid
a,w,y,j,l,a, , ,invalid
c,d,a,w,y, , , ,invalid
b,i,r,g, , , , ,invalid
v,w,a,j, , , , ,invalid
j,k,q,d,s,l,d, ,invalid
h,y,g,s, , , , ,invalid
g,r,a,z,e,s, , ,valid
y,p,i,o,o,e,l, ,invalid
k,v,l,m,u, , , ,invalid
y,f,y,c,f,h, , ,invalid
x,m,v, , , , , ,invalid
f,w,h,c,r, , , ,invalid
f,i,g,m,e,n,t, ,valid
c,l,o,t,h,e,d, ,valid
x,p,h,c,y,c, , ,invalid
b,w,a,t,x, , , ,invalid
s,r,i,u,e,a, , ,invalid
c,h,e,e,k,i,e,r,valid
t,q,t,o,n,l,o, ,invalid
w,c,o,r, , , , ,invalid
f,j,l,h,a, , , ,invalid
w,x,y, , , , , ,invalid
h,a,d, , , , , ,valid
n,h,b,d,s, , , ,invalid
x,v,r,p, , , , ,invalid
y,v,n,h, , , , ,invalid
x,o,g, , , , , ,invalid
w,a,n,e,d, , , ,valid
l,v,a,o,o,g,h, ,invalid
d,o,n,k, , , , ,invalid
n,l,j,y,u, , , ,invalid
x,y,q,v,q,r,e, ,invalid
e,b,u,q,g, , , ,invalid
f,q,l,v,c,b, , ,invalid
c,a,m,p,s,i,t,e,valid
q,e,c,y,g,d, , ,invalid
p,e,r,f,i,d,y, ,valid
m,l,o, , , , , ,invalid
l,o,u,t,i,s,h, ,valid
i,n,c,e,n,s,e,s,valid
t,d,m,n,c,f,w, ,invalid
f,s,w,m,u, , , ,invalid
n,o,r,t,h,e,r,n,valid
t,a,n,n,e,d, , ,valid
s,u,c, , , , , ,invalid
v,v,u,f, , , , ,invalid
m,b,t,m,k,s, , ,invalid
y,o,d,o,c,w, , ,invalid
d,u,e, , , , , ,invalid
a,l,y,o,f, , , ,invalid
m,l,x,t,a,f,a, ,invalid
l,b,s,d,v, , , ,invalid
f,e,x,q, , , , ,invalid
t,y,r,o,e,s, , ,valid
e,n,d,u,r,e,s, ,valid
k,u,u,d,k, , , ,invalid
v,b,x,p, , , , ,invalid
q,u,e,e,n,i,n,g,valid
h,n,k,x,v, , , ,invalid
e,c,t,x, , , , ,invalid
s,q,u,i,s,h,e,s,valid
t,o,e,n,a,i,l,s,valid
u,r,q,g, , , , ,invalid
f,o,s,u,n,v, , ,invalid
y,l,e,o,k, , , ,invalid
t,r,a,c,k,e,r, ,valid
k,g,x,s,y, , , ,invalid
g,e,r,b,i,l, , ,valid
c,k,d, , , , , ,invalid
k,u,u, , , , , ,invalid
h,u,d,d,l,e,d, ,valid
i,u,r,d,r,p,w, ,invalid
c,o,r,r,u,p,t,s,valid
v,o,i,d,i,n,g, ,valid
x,e,e,k, , , , ,invalid
n,u,m,b,l,y, , ,valid
s,c,a,l,p,e,r,s,valid
w,a,t,c, , , , ,invalid
e,s,c,c,h, , , ,invalid
d,l,s,c,u,p, , ,invalid
f,r,i,c,t,i,o,n,valid
s,c,r,v,d,a,c, ,invalid
b,y,e,l,a,w,s, ,valid
r,j,q,t,u,l, , ,invalid
k,a,f,w, , , , ,invalid
o,n,h,g,e,y,d, ,invalid
m,u,m,b,l,e,r,s,valid
v,q,p,p,w,j, , ,invalid
t,r,e,m,o,l,o, ,valid
k,w,n,m,w,f, , ,invalid
k,a,g,i, , , , ,valid
s,f,v,g,w,r, , ,invalid
f,r,o,g,m,e,n, ,valid
i,m,t,l,p,o, , ,invalid
y,r,j,l,f, , , ,invalid
n,d,f, , , , , ,invalid
i,a,q,f,a,r, , ,invalid
b,r,c,q,a, , , ,invalid
s,u,m,m,o,n,s, ,valid
a,e,h,b,d,i, , ,invalid
g,b,y,h, , , , ,invalid
d,i,t,c,h,e,d, ,valid
q,b,m,m,c, , , ,invalid
d,a,f,t, , , , ,valid
p,o,a,v,s,d,o, ,invalid
e,u,b,b,q,k,x, ,invalid
b,a,i,f,y, , , ,invalid
l,a,e,y,l,j,d, ,invalid
y,y,f,a,r,e, , ,invalid
b,s,f,u,r,h,g, ,invalid
l,o,o,t,e,r,s, ,valid
m,s,k,v,y,q,g, ,invalid
w,e,d,d,i,n,g,s,valid
i,y,t,j,d,y, , ,invalid
k,u,b,i, , , , ,valid
p,a,g,e,r, , , ,valid
o,j,p,n,m,j,y, ,invalid
x,w,m,u,e,i, , ,invalid
g,g,y,g, , , , ,invalid
t,n,a,k,s,q,w, ,invalid
t,i,a,m,s,o, , ,invalid
x,p,i,y,a,r,t, ,invalid
w,b,m,n,t,d,f, ,invalid
c,r,u,e,l,e,r, ,valid
n,r,p,d,g,g,s, ,invalid
a,b,b, , , , , ,invalid
r,a,p,p,i,n,g, ,valid
c,d,w,k,k,b,n, ,invalid
c,c,o, , , , , ,invalid
k,y,k,l,m, , , ,invalid
g,f,j,d,g,d, , ,invalid
m,u,j, , , , , ,invalid
j,e,x,h, , , , ,invalid
p,l,a,n,n,e,r,s,valid
p,v,f,o,i,k, , ,invalid
s,h,o,y, , , , ,invalid
u,q,o,l,k, , , ,invalid
d,o,l,e,f,u,l, ,valid
l,u,p,i,w,h, , ,invalid
c,w,y, , , , , ,invalid
d,h,m,s,k,p, , ,invalid
g,e,n,t,l,i,n,g,valid
q,u,f,b, , , , ,invalid
k,e,e,t,g, , , ,invalid
r,b,s,i,x, , , ,invalid
u,i,o, , , , , ,invalid
y,h,d,o,k,w, , ,invalid
w,j,s,y, , , , ,invalid
m,v,r, , , , , ,invalid
s,q,u,o,b, , , ,invalid
d,n,e,r, , , , ,invalid
g,q,a,f,n,k, , ,invalid
o,c,c,u,p,i,e,s,valid
y,f,i, , , , , ,invalid
x,d,e,f,x,r, , ,invalid
m,e,n,i,a,l,l,y,valid
e,m,x,n,h,n, , ,invalid
g,l,o,a,t, , , ,valid
c,u,l,t,u,r,e,s,valid
i,i,d,t, , , , ,invalid
f,r,t,n,v, , , ,invalid
d,o,m,i,n,o,e,s,valid
w,u,t,g,r,g,l, ,invalid
d,f,r,o, , , , ,invalid
j,b,r,m, , , , ,invalid
k,h,f,d,w, , , ,invalid
l,n,h,u,j,c, , ,invalid
s,o,l,i,y,l,r, ,invalid
n,d,k,w,j, , , ,invalid
n,i,p, , , , , ,invalid
j,i,m,m,i,e,s, ,valid
v,j,l,q,g,s, , ,invalid
h,o,m,b,u,r,g, ,valid
p,r,e,c,e,p,t, ,valid
d,e,n, , , , , ,invalid
b,a,b,e, , , , ,valid
c,h,e,s,t, , , ,valid
u,y,u, , , , , ,invalid
f,s,p, , , , , ,invalid
o,b,t,u,s,e,l,y,valid
q,l,r, , , , , ,invalid
x,l,u, , , , , ,invalid
u,e,s,e,t,j, , ,invalid
s,p,a,r,s,e,l,y,valid
q,r,v,g, , , , ,invalid
r,o,t,t,e,d, , ,valid
y,t,q,t,i,a, , ,invalid
n,u,d,e,s, , , ,valid
q,p,n,h,g,k,j, ,invalid
q,n,u,l, , , , ,invalid
n,o,d,s, , , , ,valid
m,a,t,t,o,c,k, ,valid
g,m,d,k, , , , ,invalid
x,m,h, , , , , ,invalid
e,i,o,y,i, , , ,invalid
g,a,y,e,s,t, , ,valid
s,h,i,v,e,r, , ,valid
h,o,m,e,r,i,n,g,valid
f,o,e,t,a,l, , ,valid
a,n,d, , , , , ,invalid
i,r,u, , , , , ,valid
y,b,g,r,x,h, , ,invalid
n,c,u, , , , , ,invalid
s,c,r,a,p,p,e,d,valid
l,v,d,f,p,c,r, ,invalid
d,v,t,g,s,b,x, ,invalid
b,j,g,r,k,j, , ,invalid
w,h,i,s,k,e,y,s,valid
u,w,v,d, , , , ,invalid
s,r,f,d, , , , ,invalid
g,r,u,n,g,i,e,r,valid
g,u,s,t,e,d, , ,valid
t,y,o,m,r,x, , ,invalid
x,r,l,x, , , , ,invalid
s,f,o,b,m,v,k, ,invalid
b,b,r,f,q,a, , ,invalid
r,e,m,n,a,n,t,s,valid
r,g,m,l,l,h,d, ,invalid
h,i,b,j,h,r,h, ,invalid
c,k,f, , , , , ,invalid
f,u,l,l,e,r, , ,valid
b,w,x, , , , , ,invalid
s,d,d,d, , , , ,invalid
e,v,y,l,f,n, , ,invalid
w,e,l,t,i,n,g, ,valid
m,l,b,q,o,j, , ,invalid
p,n,j,x, , , , ,invalid
z,y,g,o,t,e,s, ,valid
m,u,t,a,t,e,d, ,valid
p,g,l,f, , , , ,invalid
h,i,p,p,e,d, , ,valid
g,b,f,g,v, , , ,invalid
s,v,l,t,m,e,r, ,invalid
t,h,f,s,p, , , ,invalid
h,h,s,e, , , , ,invalid
k,b,l, , , , , ,invalid
r,o,u,t,e,d, , ,valid
y,p,g,m,e, , , ,invalid
f,w,u,f, , , , ,invalid
q,n,g,b,h,s, , ,invalid
o,w,s,u,u,p,i, ,invalid
s,i,g,n, , , , ,valid
m,t,m,k,w,j,h, ,invalid
x,v,p,x, , , , ,invalid
h,a,t,c,h,i,n,g,valid
n,t,x, , , , , ,invalid
n,u,q,n,s,s,a, ,invalid
r,o,c, , , , , ,invalid
k,a,i,a, , , , ,invalid
c,h,u,r,n, , , ,valid
s,v,f,t,p, , , ,invalid
c,h,o,o,s,i,e,r,valid
a,x,q,x,s, , , ,invalid
c,a,n,k,e,r,e,d,valid
h,s,y, , , , , ,invalid
e,c,w,t,g,s, , ,invalid
u,h,k,k, , , , ,invalid
v,a,r,i,o,u,s, ,valid
r,e,s,i,d,e,n,t,valid
g,v,e,g,h, , , ,invalid
p,r,j,t,n, , , ,invalid
g,o,o,w,v,x,g, ,invalid
q,q,r, , , , , ,invalid
w,p,j,s,g, , , ,invalid
l,g,j,o, , , , ,invalid
a,c,u,t,e,s, , ,valid
v,q,i,j, , , , ,invalid
a,a, , , , , , ,valid
u,y,g,p,l,i,u, ,invalid
n,j,c,e, , , , ,invalid
q,p,l,p,s, , , ,invalid
b,i,r,c,h,e,s, ,valid
b,a,r,r,a,c,k, ,valid
k,h,j,y,o, , , ,invalid
h,a,i,i,n, , , ,invalid
m,y,r,r, , , , ,invalid
j,j,d,t,m,d,l, ,invalid
l,a,k,e,y, , , ,invalid
f,y,m,a,k, , , ,invalid
p,a,s,s,b,o,o,k,valid
f,a,l,s,i,t,y, ,valid
t,o,p,y,g,h, , ,invalid
x,v,o,m,i, , , ,invalid
r,r,v,e,l,e, , ,invalid
f,e,n, , , , , ,invalid
w,u,g,k,v, , , ,invalid
p,o,l,i,c,e,s, ,valid
d,g,a,q, , , , ,invalid
w,o,o,d,s,m,e,n,valid
p,u,w,a,a,h,q, ,invalid
w,t,m,d,m,v,x, ,invalid
b,r,o,k,e, , , ,valid
f,a,g,g,i,n,g, ,valid
b,p,e, , , , , ,invalid
h,u,a, , , , , ,invalid
c,j,l,p,e,f,n, ,invalid
m,w,f,j,w,q,h, ,invalid
h,o,k, , , , , ,invalid
c,r,i,s,p, , , ,valid
f,y,t, , , , , ,invalid
e,q,x,a,f,r, , ,invalid
i,n,b,o,a,r,d, ,valid
s,c,g,d, , , , ,invalid
f,l,v,o,s,a, , ,invalid
e,h,n,j,c, , , ,invalid
p,r,a,w,n,s, , ,valid
b,l,u,s,h,e,r, ,valid
g,r,g,f,d,v,x, ,invalid
c,l,e,a,v,e,s, ,valid
c,o,i,t,u,s, , ,valid
c,m,l,f,g,r,v, ,invalid
r,y,r,d,e,h,q, ,invalid
y,r,i, , , , , ,invalid
p,a,r,a,s,o,l,s,valid
d,v,o,x,d,h,v, ,invalid
b,y,u,x, , , , ,invalid
v,g,y, , , , , ,invalid
e,j,w, , , , , ,invalid
t,e,y,i,s,e,c, ,invalid
j,o,t,t,i,n,g, ,valid
t,s,n,i, , , , ,invalid
c,d,t,t,o, , , ,invalid
t,a,p, , , , , ,valid
t,v,l,w,q, , , ,invalid
b,u,y, , , , , ,invalid
b,x,n, , , , , ,invalid
c,i,s,r,p, , , ,invalid
f,v,y,h,j,b,n, ,invalid
j,h,b,t, , , , ,invalid
m,e,r,g,e,r, , ,valid
p,i,p,i,t,s, , ,valid
o,u,t,l,i,n,e,s,valid
c,d,b,f,m, , , ,invalid
y,u,u,g,a,t,a, ,valid
p,o,u,r,i,n,g, ,valid
i,p,l,x,i, , , ,invalid
c,v,a,d, , , , ,invalid
g,r,a,i,n,y, , ,valid
i,h,b,c,k,j,r, ,invalid
u,t,c, , , , , ,invalid
c,i,e,j,w,b,u, ,invalid
a,i,e,y,i,w, , ,invalid
j,v,m,e,a,h,l, ,invalid
p,r,o,d,d,i,n,g,valid
d,o,g,g,i,n,g, ,valid
i,i,i,h,x, , , ,invalid
l,a,y, , , , , ,invalid
s,n,r, , , , , ,invalid
c,y,s,u,o,o, , ,invalid
r,e,s,t,s, , , ,valid
p,x,p,g,m, , , ,invalid
e,w,y,e,n,p,k, ,invalid
i,u,s,j,b, , , ,invalid
w,t,r,b,i,f,h, ,invalid
i,a,k,f,h,a,s, ,invalid
x,w,s,b,u, , , ,invalid
j,c,m,w, , , , ,invalid
g,f,g,q,f, , , ,invalid
e,y,g,c,m,s,x, ,invalid
b,q,k,c,y, , , ,invalid
m,q,f,u,g, , , ,invalid
p,h,m,i, , , , ,invalid
n,f,n,u,f,l, , ,invalid
u,y,w, , , , , ,invalid
m,j,j,b,y,q,s, ,invalid
l,e,a,n,e,r, , ,valid
k,o,p,e,k,s, , ,valid
d,s,y,p,w,a,w, ,invalid
k,x,e,p,a,s,t, ,invalid
a,r,c,h,w,a,y, ,valid
r,d,e,d, , , , ,invalid
e,l,t,w, , , , ,invalid
d,k,r,b,j, , , ,invalid
s,i,t,e,d, , , ,valid
o,a,r,l,o,c,k, ,valid
b,m,g,b, , , , ,invalid
a,h,a, , , , , ,valid
a,b,d,c,d, , , ,invalid
l,d,j,c,g,s, , ,invalid
p,g,o,j,h,c,l, ,invalid
m,s,r,q,e, , , ,invalid
p,e,l,v,e,s, , ,valid
h,i,r,m,b, , , ,invalid
s,j,v, , , , , ,invalid
a,c,e,t,i,c, , ,valid
g,b,y, , , , , ,invalid
b,a,k,r,m,v, , ,invalid
s,h,u,n,t, , , ,valid
n,i,o,g,w, , , ,invalid
b,u,n,i,o,n,s, ,valid
e,m,r,w, , , , ,invalid
a,c,o,r,n, , , ,valid
l,y,g,e,w,i, , ,invalid
e,n,x,t,b, , , ,invalid
u,r,i,n,a,r,y, ,valid
c,m,h,v,p,q,x, ,invalid
p,y,p,m, , , , ,invalid
k,k,c, , , , , ,invalid
b,k,q,p, , , , ,invalid
f,w,b,y,i,l, , ,invalid
f,h,f,h, , , , ,invalid
v,a,c,a,t,e, , ,valid
e,p,u,q,m, , , ,invalid
d,s,g,r, , , , ,invalid
p,o,p,u,l,a,c,e,valid
v,i,o,l,a, , , ,valid
g,a,r,b,a,n,z,o,valid
c,o,s,c, , , , ,invalid
a,w,x, , , , , ,invalid
c,l,i,n,g,i,e,r,valid
n,d,e,s,c,f,k, ,invalid
l,u,l,l,i,n,g, ,valid
i,i,j,q, , , , ,invalid
h,i,l,l,s,q,l, ,invalid
s,q,l, , , , , ,invalid
b,i,n,g,e,s, , ,valid
f,i,l,e,d, , , ,valid
w,l,g,o,u, , , ,invalid
b,u,s,h,i,e,r, ,valid
o,u,a,u, , , , ,invalid
w,v,x,w, , , , ,invalid
f,j,o, , , , , ,invalid
f,e,s,t, , , , ,valid
y,t,c,c,p,v,t, ,invalid
u,d,l,n, , , , ,invalid
k,p,h,i, , , , ,invalid
c,a,v,e,a,t,s, ,valid
g,y,p,s,y, , , ,valid
f,l,a,k,i,n,g, ,valid
e,w,e, , , , , ,valid
k,n,b,x,y,d, , ,invalid
n,l,t,n,h,e, , ,invalid
x,a,m,b,f,j, , ,invalid
r,a,n,k,s, , , ,valid
o,a,s,g,a,w,m, ,invalid
j,i,s,i, , , , ,invalid
g,g,u, , , , , ,invalid
y,h,g,g, , , , ,invalid
t,j,t,g,t,p,o, ,invalid
p,r,e,v,i,o,u,s,valid
j,m,o,i,t,k,a, ,invalid
q,g,e,j,m,e, , ,invalid
k,e,p, , , , , ,invalid
a,w,o,c, , , , ,invalid
c,d,s,w,f,e,a, ,invalid
x,n,s,t,v, , , ,invalid
l,r,l,r, , , , ,invalid
f,s,k,b,u, , , ,invalid
e,a,g,y, , , , ,invalid
s,t,i,f,l,i,n,g,valid
j,m,a,p,p,v,j, ,invalid
r,a,n,g,i,n,g, ,valid
c,p,d,b,l,x, , ,invalid
d,o,r,e, , , , ,valid
w,h,a,m,m,y, , ,valid
e,a,d,x,c,v,k, ,invalid
b,s,h,l,t,s, , ,invalid
f,y,b, , , , , ,invalid
v,a,g,e,g, , , ,invalid
q,p,k,m,k, , , ,invalid
l,p,a,w,g,p,p, ,invalid
m,c,l,q,s, , , ,invalid
p,u,a,o,f,j,h, ,invalid
i,q,i,f,c, , , ,invalid
p,f,n,b,m,n,u, ,invalid
a,d,r,w,m,r, , ,invalid
q,s,g, , , , , ,invalid
n,c,y,y,t,c, , ,invalid
s,m,u,t,t,y, , ,valid
d,i,t,m, , , , ,invalid
u,g,m,d, , , , ,invalid
q,y,g, , , , , ,invalid
p,r,o,s,p,e,r,s,valid
s,m,e,l,t,i,n,g,valid
d,u,m,p,i,e,s,t,valid
u,m,i,a,k, , , ,valid
f,e,t,t,e,r,e,d,valid
d,i,k,e, , , , ,valid
h,a,t,u, , , , ,invalid
p,a,l,t, , , , ,invalid
k,d,x,n,r,g,y, ,invalid
s,t,u,m,b,l,e,r,valid
t,r,g,j,r,t,p, ,invalid
o,k,a,h,x,e, , ,invalid
x,x,h, , , , , ,invalid
m,f,t,h,g,b,o, ,invalid
a,f,x,q, , , , ,invalid
s,l,y,e,r, , , ,valid
i,v,w,n, , , , ,invalid
f,l,a,r,e,d, , ,valid
q,h,y,k, , , , ,invalid
u,n,g,u,e,n,t, ,valid
q,u,e,e,n,e,d, ,valid
d,a,t,i,v,e, , ,valid
r,y,f,w,p,p, , ,invalid
g,f,h, , , , , ,invalid
r,d,c,n,o, , , ,invalid
t,w,i,r,l, , , ,valid
w,e,l, , , , , ,invalid
e,x,p,e,r,t,s, ,valid
o,a,a, , , , , ,invalid
y,y,c,h, , , , ,invalid
i,n,f,a,n,t, , ,valid
b,c,n,f,m,u,q, ,invalid
t,c,h,g, , , , ,invalid
u,i,a, , , , , ,invalid
b,r,h,d, , , , ,invalid
u,r,s, , , , , ,invalid
d,r,o,p,s,y, , ,valid
r,w,a, , , , , ,invalid
s,k,i,n,n,e,d, ,valid
a,m,p,l,i,f,y, ,valid
e,k,m,c,v,l,c, ,invalid
a,l,k,a,l,i,e,s,valid
w,a,r,m,l,y, , ,valid
u,p,s,g,p, , , ,invalid
m,w,t, , , , , ,invalid
m,j,e,u, , , , ,invalid
x,a,s,y, , , , ,invalid
j,m,d,a, , , , ,invalid
e,o,r, , , , , ,invalid
w,u,o,o, , , , ,invalid
r,b,a, , , , , ,invalid
d,x,e,i,f,t,l, ,invalid
g,i,w,j,b, , , ,invalid
e,l,i,s,i,o,n,s,valid
h,e,a,r,k,e,n, ,valid
t,p,w,v,a,g, , ,invalid
m,a,s,s, , , , ,valid
s,e,i,z,e, , , ,valid
s,w,i,n,g,e,r,s,valid
b,w,q,e,e,t, , ,invalid
q,v,o,h,v,s,c, ,invalid
g,x,d,p,i,v, , ,invalid
h,o,w, , , , , ,invalid
s,k,i,m,p, , , ,valid
x,e,h,c, , , , ,invalid
c,u,s,s, , , , ,valid
e,s,c,a,r,o,l,e,valid
p,r,o,j,e,c,t,s,valid
v,i,s,i,o,n, , ,valid
y,f,j,l, , , , ,invalid
x,h,f,h,x,t, , ,invalid
o,g,a,i,p,q, , ,invalid
t,k,p,v,m,g,h, ,invalid
y,i,t,i, , , , ,invalid
f,f,h,i,e,y, , ,invalid
t,i,c,k,l,i,s,h,valid
b,r,a,v,e,d, , ,valid
d,n,u,h,a,c, , ,invalid
e,l,e,r,j,e,y, ,invalid
k,f,t,h,c,l,r, ,invalid
i,l,h,f,x,k,y, ,invalid
i,f,r,l,w,s,i, ,invalid
i,t,s,l,r, , , ,invalid
j,q,d,l,p, , , ,invalid
r,d,h,w,i,m, , ,invalid
r,m,i,s, , , , ,invalid
j,w,d,o, , , , ,invalid
w,i,z, , , , , ,valid
f,f,p,c,y, , , ,invalid
w,p,f,u,u,f, , ,invalid
c,y,g,n,e,t,s, ,valid
f,s,u,b,h,x, , ,invalid
e,w,r, , , , , ,invalid
g,n,n, , , , , ,invalid
c,o,d,e,i,n,e, ,valid
n,c,m,e,h,s,p, ,invalid
y,s,t, , , , , ,invalid
d,d,t, , , , , ,invalid
v,a,b, , , , , ,invalid
j,a,c,k,e,t,s, ,valid
t,p,m,b, , , , ,invalid
j,i,s,h,o, , , ,valid
q,u,i,z, , , , ,valid
i,j,e,l, , , , ,invalid
h,b,t,s,u,s,l, ,invalid
s,u,b,s,o,i,l, ,valid
g,y,f, , , , , ,invalid
q,q,k,r,c,s,v, ,invalid
j,r,t,w,a, , , ,invalid
t,j,n,n,v, , , ,invalid
w,h,o,r,l,t, , ,invalid
s,q,u,e,e,z,e,d,valid
h,m,x,u,a, , , ,invalid
s,o,r,b,e,t, , ,valid
m,m,p,h,m,l, , ,invalid
k,l,e, , , , , ,invalid
s,a,u,c,y, , , ,valid
s,t,r,a,i,n,e,d,valid
k,i,a,s,i,p, , ,invalid
m,c,h,i, , , , ,invalid
r,u,n,n,e,l, , ,valid
d,b,w,t, , , , ,invalid
k,s,n,h,y,w,o, ,invalid
s,o,l,s, , , , ,valid
j,k,w,y, , , , ,invalid
q,u,i,d, , , , ,valid
p,e,r,s,p,i,r,e,valid
l,v,c,m,d,q, , ,invalid
b,f,k,h, , , , ,invalid
p,k,g,g,k,d, , ,invalid
a,u,i,n,c,u,w, ,invalid
o,i,r, , , , , ,invalid
c,y,o,j,t, , , ,invalid
w,l,v,x, , , , ,invalid
s,n,u,b, , , , ,valid
w,b,c,d,p, , , ,invalid
s,t,v,n,p,r,b, ,invalid
g,r,a,m,s, , , ,valid
b,b,y,k,g, , , ,invalid
w,i,c, , , , , ,invalid
r,h,x,p,m, , , ,invalid
c,h,d,d,r, , , ,invalid
o,x,u,r,k,l,x, ,invalid
x,i,d,x,w,p, , ,invalid
c,f,n, , , , , ,invalid
j,a,a, , , , , ,invalid
k,a,t,a, , , , ,valid
p,i,c,k,e,t, , ,valid
p,n,i,y,k,y,o, ,invalid
b,j,h,y, , , , ,invalid
t,d,b,h,j, , , ,invalid
r,t,k, , , , , ,invalid
h,p,q,v,n, , , ,invalid
b,l,a,n,k,s, , ,valid
t,u,l,i,p, , , ,valid
a,n,a,l,y,s,e,s,valid
s,g,d,d,u, , , ,invalid
d,r,u,n,k,s, , ,valid
k,c,j,l,p, , , ,invalid
q,s,c,o, , , , ,invalid
f,l,x,x,i,q, , ,invalid
d,i,k,i,n,g, , ,valid
u,t,r,o, , , , ,invalid
p,e,n,d,e,n,t, ,valid
c,t,w, , , , , ,invalid
a,f,o,j,b,x, , ,invalid
c,x,j,x,a,y, , ,invalid
r,v,o,n,x,b,t, ,invalid
o,v,e,r,u,s,e,s,valid
d,v,f,i, , , , ,invalid
p,o,i,n,t,e,d, ,valid
t,r,i,f,l,e,r, ,valid
o,d,a,r,a,d,i, ,invalid
e,r,d,l, , , , ,invalid
a,j,p, , , , , ,invalid
q,u,m,w, , , , ,invalid
r,e,l,e,a,s,e,s,valid
g,i,a,d,u, , , ,invalid
t,t,t, , , , , ,invalid
h,r,x,p,q,o, , ,invalid
i,n,t,u,i,t,e,d,valid
p,l,u,c,e,w,m, ,invalid
m,i,s,c, , , , ,invalid
u,p,b,r,j,y, , ,invalid
j,n,s, , , , , ,invalid
g,i,b,b,e,r,s, ,valid
s,q,p,d,r,l,d, ,invalid
f,o,r,m,a,l,l,y,valid
s,t,e,m, , , , ,valid
b,a,l,l,y,h,o,o,valid
a,d,o,r,a,b,l,e,valid
m,u,s,e,s, , , ,valid
e,x,c,e,e,d,s, ,valid
m,h,b,m, , , , ,invalid
c,u,o,o,n,f, , ,invalid
w,v,u,u, , , , ,invalid
f,k,a,f, , , , ,invalid
c,l,a,n,g,i,n,g,valid
d,b,w,y,e,n, , ,invalid
a,j,x, , , , , ,invalid
p,a,d,d,l,e, , ,valid
i,d,y,b,q,q, , ,invalid
k,l,o,y,q, , , ,invalid
c,h,a,g,r,i,n,s,valid
m,e,n,i,a,l, , ,valid
e,g,f,i,h,x,x, ,invalid
u,s,y,q,w,y, , ,invalid
m,i,n,i,b,u,s, ,valid
s,g,r,v, , , , ,invalid
d,e,t,a,i,l, , ,valid
o,w,y,n,g,u, , ,invalid
j,d,j,d,b,m, , ,invalid
l,a,u,d,e,d, , ,valid
g,l,d,r, , , , ,invalid
l,i,m,b,e,r, , ,valid
i,s,c,b,j,r, , ,invalid
a,g,h,r,u,c, , ,invalid
j,h,o,d,x, , , ,invalid
m,m,u,p,o,c, , ,invalid
i,m,p,l,i,c,i,t,valid
c,o,n,c,l,a,v,e,valid
m,y,u,y,t, , , ,invalid
f,e,e,d,i,n,g,s,valid
i,w,p, , , , , ,invalid
k,u,m,o, , , , ,invalid
s,a,k,d,j, , , ,invalid
q,u,n,g, , , , ,invalid
c,x,u,t,b, , , ,invalid
d,g,g,m,l,n,s, ,invalid
l,v,b,d,e,v,k, ,invalid
l,e,a,p,f,r,o,g,valid
w,p,k, , , , , ,invalid
b,y,x,w,c,o, , ,invalid
i,a,l, , , , , ,invalid
g,r,a,v,e,l,l,y,valid
p,u,n,k,e,s,t, ,valid
i,l,w,e, , , , ,invalid
u,n,f,o,l,d,s, ,valid
r,a,i,n,c,o,a,t,valid
s,n,p, , , , , ,invalid
u,b,m,a, , , , ,invalid
d,e,f,e,a,t, , ,valid
m,i,d,n,i,g,h,t,valid
q,m,h, , , , , ,invalid
u,l,v,n,g,y, , ,invalid
a,n,y,b,o,d,y, ,valid
k,i,s,h,q, , , ,invalid
x,l,u, , , , , ,invalid
c,o,m, , , , , ,invalid
o,r,d,a,i,n,s, ,valid
r,a,i,s,i,n,g, ,valid
o,v,e,r,h,u,n,g,valid
b,o,l,e, , , , ,valid
m,u,k,o,u, , , ,valid
x,c,a,c, , , , ,invalid
m,u,s,h,i,e,s,t,valid
r,h,d,u,s,e, , ,invalid
p,m,o,b, , , , ,invalid
s,t,o,c,k,y, , ,valid
t,v,j,w,x,a, , ,invalid
g,o,t,t,a, , , ,valid
m,a,c,k,i,n,a,w,valid
y,x,u,r,n,l, , ,invalid
c,l,i,n,c,h, , ,valid
x,v,l,f,n,y, , ,invalid
a,s,w, , , , , ,invalid
o,v,e,r,l,o,n,g,valid
t,h,r,a,l,d,o,m,valid
i,h,h,o,b,f, , ,invalid
x,h,r,t,j, , , ,invalid
k,n,s,m,d,c,l, ,invalid
b,o,a,r, , , , ,valid
y,s,v,p,e, , , ,invalid
l,o,n,g,e,s,t, ,valid
c,g,a,l,q, , , ,invalid
b,e,o,x, , , , ,invalid
c,o,r,r,o,d,e,d,valid
e,d,t, , , , , ,invalid
t,w,w, , , , , ,invalid
b,o,u,n,c,e,d, ,valid
c,a,m,p,i,n,g, ,valid
l,o,r,d, , , , ,valid
k,a,j,e,h,e, , ,invalid
t,o,p,k,n,o,t,s,valid
l,k,o,l,e,h, , ,invalid
w,a,l,t,z, , , ,valid
m,a,c,h,i,n,e,d,valid
r,y,t,q,w,c, , ,invalid
a,v,e,r,t,i,n,g,valid
c,m,e,d,b, , , ,invalid
r,c,j,b,o,a,l, ,invalid
w,i,n,g,i,n,g, ,valid
o,r,p,x,u,w, , ,invalid
v,p,l,j,c,i, , ,invalid
b,b,l, , , , , ,invalid
b,e,l,l,i,e,d, ,valid
