char01,char02,char03,char04,char05,char06,char07,char08,Valid
v,v,b,h,w,q,k, ,invalid
n,w,y,a, , , , ,invalid
h,a,s,s,o,c,k, ,valid
w,x,h,s,d,v,l, ,invalid
e,m,l,r, , , , ,invalid
m,s,d,i,y,m,r, ,invalid
a,s,v,u,v,j,q, ,invalid
x,d,d,n,u, , , ,invalid
v,a,g,u,e,l,y, ,valid
c,l,b,h,o, , , ,invalid
s,p,a,c,e,s, , ,valid
b,o,u,d,o,i,r,s,valid
u,q,d,d,j,x,x, ,invalid
y,j,a, , , , , ,invalid
f,u,s,k,w,m,w, ,invalid
i,a,r,k,k, , , ,invalid
g,j,r, , , , , ,invalid
b,e,t,j,b, , , ,invalid
h,g,u,f,l,b,a, ,invalid
s,p,i,n,i,e,r, ,valid
f,x,q,r,y,p, , ,invalid
r,p,f,j,g,y,q, ,invalid
f,s,c, , , , , ,invalid
j,k,p,s,b, , , ,invalid
b,u,n,k,u,m, , ,valid
t,y,p,o, , , , ,valid
r,p,t,t, , , , ,invalid
y,n,k,o, , , , ,invalid
o,w,k,b,c,e,h, ,invalid
v,k,f,i,g, , , ,invalid
j,o,l,l,i,e,s,t,valid
f,n,t,n,q,h,w, ,invalid
i,i,m,w,f, , , ,invalid
s,h,a,k,e,s, , ,valid
b,e,r,r,i,e,s, ,valid
r,a,p,e, , , , ,valid
s,c,a,t, , , , ,valid
i,x,q, , , , , ,invalid
s,n,h,y,p, , , ,invalid
r,e,h, , , , , ,invalid
d,t,f, , , , , ,invalid
u,m,o,n,w, , , ,invalid
j,v,p,q, , , , ,invalid
u,e,o,c,f,s,l, ,invalid
u,k,r,u, , , , ,invalid
f,p,x,s,m,f, , ,invalid
f,h,u,t,t,u, , ,invalid
s,u,f,f,e,r, , ,valid
c,r,u,i,s,e,s, ,valid
c,t,o,u,v, , , ,invalid
s,p,e,e,d,w,a,y,valid
r,b,o,k,n,x, , ,invalid
d,e,v,i,l, , , ,valid
n,a,v,o,g,s, , ,invalid
s,q,u,e,a,k,y, ,valid
o,m,r,f,o,l, , ,invalid
y,j,m,n,w,s, , ,invalid
s,n,v,e, , , , ,invalid
a,k,b, , , , , ,invalid
c,l,u,b,f,e,e,t,valid
e,x,t,o,l, , , ,valid
x,o,r,r,j,x, , ,invalid
s,m,e,l,l, , , ,valid
n,u,j,l,j, , , ,invalid
r,c,s,j,o,m, , ,invalid
l,m,h,q,e,l,v, ,invalid
b,l,a,n,c,h,e,s,valid
w,o,e,m,l,k,k, ,invalid
e,n,i,o,u,p, , ,invalid
b,x,s, , , , , ,invalid
o,b,l,i,v,i,o,n,valid
c,a,d,e,n,c,e, ,valid
m,u,l,e,s, , , ,valid
b,a,c,k,s,t,o,p,valid
t,a,t,a,m,i, , ,valid
j,s,j,w, , , , ,invalid
w,l,j, , , , , ,invalid
a,f,f,i,x,i,n,g,valid
v,m,b,j, , , , ,invalid
p,n,q,u, , , , ,invalid
e,e,l,e,j, , , ,invalid
n,c,e,o,c, , , ,invalid
d,u,s,h,l,v,a, ,invalid
w,s,h, , , , , ,invalid
t,a,d,j, , , , ,invalid
s,p,a,t,t,i,n,g,valid
q,k,n, , , , , ,invalid
f,l,u,r,r,y, , ,valid
f,f,t,f,g,p, , ,invalid
u,q,q,p,o, , , ,invalid
v,d,m,c,w, , , ,invalid
n,g,w,r, , , , ,invalid
f,f,e,a,j,q, , ,invalid
p,m,a,t, , , , ,invalid
b,i,r,d,e,d, , ,valid
t,p,s,f,h, , , ,invalid
s,a,k,c,f,y, , ,invalid
m,u,s,h,y, , , ,valid
b,i,r,y,c,v, , ,invalid
y,y,v,q,j, , , ,invalid
q,u,e,e,r, , , ,valid
q,m,f,u,m,p,n, ,invalid
r,n,r,e,c,x, , ,invalid
k,x,n,h,g,x,x, ,invalid
f,u,n,g,o,u,s, ,valid
r,x,s,c,h, , , ,invalid
j,e,r,r,t, , , ,invalid
s,p,u,v,v, , , ,invalid
g,l,o,b,u,l,a,r,valid
g,s,r,b,y, , , ,invalid
g,a,s,h,e,s, , ,valid
n,g,c,o,d,k,i, ,invalid
f,o,r,a,g,e, , ,valid
y,a,h,o,o, , , ,valid
n,r,b, , , , , ,invalid
k,f,v, , , , , ,invalid
v,p,e,l,a,s, , ,invalid
b,a,d,l,a,n,d,s,valid
f,i,v,e, , , , ,valid
v,i,r,i,j,a, , ,invalid
p,a,l,a,t,a,l, ,valid
o,o,e,v,f, , , ,invalid
j,c,j,c,r, , , ,invalid
l,m,r, , , , , ,invalid
r,e,t,o,o,l,s, ,valid
x,i,n,a, , , , ,invalid
l,o,c,a,l,i,z,e,valid
w,f,s,t,p, , , ,invalid
v,d,b, , , , , ,invalid
n,i,b,b,l,e,s, ,valid
d,n,c,c,h, , , ,invalid
u,c,j,j, , , , ,invalid
n,k,w, , , , , ,invalid
l,u,m,p,y, , , ,valid
o,a,k,q,i,t, , ,invalid
q,r,s,w,p,j,p, ,invalid
t,o, , , , , , ,valid
n,a,v,t,s,i,n, ,invalid
s,k,q,r,t,s,r, ,invalid
h,k,u, , , , , ,invalid
p,y,m, , , , , ,invalid
b,o,n,e,r, , , ,valid
s,t,a,g,n,a,n,t,valid
h,r,i,w,x, , , ,invalid
s,a,y, , , , , ,invalid
n,j,v,i,c,h, , ,invalid
e,w,b,m,p,h,e, ,invalid
u,s,i,q,e, , , ,invalid
u,p,r,o,o,t, , ,valid
g,h,f,s,k, , , ,invalid
f,i,n,a,l, , , ,valid
d,s,e,p, , , , ,invalid
r,e,p,a,i,n,t, ,valid
t,v,a,t,e, , , ,invalid
q,o,g,i,x, , , ,invalid
f,g,s,p, , , , ,invalid
c,g,j,p,c, , , ,invalid
q,u,u,f, , , , ,invalid
v,e,r,d,i,c,t, ,valid
u,r,i,u,x, , , ,invalid
m,a,r,r,o,w, , ,valid
l,e,g,u,m,e, , ,valid
x,c,l, , , , , ,invalid
g,v,v,j,q,i,g, ,invalid
f,g,h,t,u,n, , ,invalid
p,r,e,s,a,g,e,d,valid
b,r,o,i,l,i,n,g,valid
o,x,d, , , , , ,invalid
s,p,u,m,e,d, , ,valid
x,j,c,p,g, , , ,invalid
u,y,h, , , , , ,invalid
c,v,h,x, , , , ,invalid
i,d,w,i,i,p,l, ,invalid
h,a,n,d,e,d, , ,valid
v,a,g,u,e,r, , ,valid
t,r,i,s,e,c,t,s,valid
q,w,s,g,i, , , ,invalid
i,m,p,u,g,n,e,d,valid
d,i,v,v,y,i,n,g,valid
l,e,a,v,e,n, , ,valid
s,a,n,g,u,i,n,e,valid
r,e,s,t,o,c,k,s,valid
r,a,c,i,l,y, , ,valid
a,b,s,o,r,b, , ,valid
h,f,w,r,w,k,c, ,invalid
f,l,o,s,s,e,d, ,valid
c,o,e,d, , , , ,valid
t,w,x,u,a, , , ,invalid
c,r,i,t,t,e,r, ,valid
r,a,i, , , , , ,invalid
s,l,k,t,x, , , ,invalid
q,v,l,g,d,k,i, ,invalid
e,h,a,y, , , , ,invalid
l,a,m,p,o,o,n,s,valid
l,a,k,v,b,y, , ,invalid
x,h,q,a,m, , , ,invalid
t,q,o, , , , , ,invalid
c,h,o,w,d,e,r,s,valid
x,r,g,e, , , , ,invalid
g,r,u,m,b,l,e, ,valid
s,o,d,o,m,i,t,e,valid
l,q,r,g,p,w,n, ,invalid
m,r,a,b,o,j,w, ,invalid
s,a,u,n, , , , ,invalid
g,l,u,m,m,e,s,t,valid
l,j,e,g,b, , , ,invalid
v,i,b,r,a,t,e,d,valid
s,e,x, , , , , ,valid
d,k,l,u, , , , ,invalid
p,r,e,v,i,e,w, ,valid
g,n,q,f, , , , ,invalid
p,r,i,n,c,e, , ,valid
t,d,o,m,e,r, , ,invalid
m,e,l,a,n,i,n, ,valid
f,k,a,w, , , , ,invalid
y,w,q,f,s,d,m, ,invalid
r,e,g,a,r,d,e,d,valid
q,o,w, , , , , ,invalid
k,v,k,q, , , , ,invalid
b,u,t,l,e,r,s, ,valid
n,e,y,o,g, , , ,invalid
n,e,q,a, , , , ,invalid
y,e,s,h,i,v,o,t,valid
r,e,l,a,p,s,e,d,valid
m,j,l,t,f, , , ,invalid
l,u,l,l,a,b,y, ,valid
a,c,l,i,a,h,i, ,invalid
r,a,d,e,x,u, , ,invalid
s,y,m,g,p,r, , ,invalid
f,d,x,r,y,a, , ,invalid
p,a,r,a,d,o,x, ,valid
h,w,v,e,e, , , ,invalid
w,k,d,l,e, , , ,invalid
s,q,y,l,c, , , ,invalid
f,x,u,t, , , , ,invalid
m,s,x,h, , , , ,invalid
w,e,i, , , , , ,invalid
d,a,z,z,l,i,n,g,valid
k,d,v,l,p, , , ,invalid
f,s,y,b, , , , ,invalid
b,y,c,v,f, , , ,invalid
p,f,j,u, , , , ,invalid
x,b,t,r,t,g,e, ,invalid
l,d,n,n,g,e, , ,invalid
j,f,k,f,f,l, , ,invalid
v,d,e,o,p, , , ,invalid
j,l,b,p,b,l, , ,invalid
y,h,v,h,g,a,y, ,invalid
d,n,v,v,o,q, , ,invalid
a,t,t,u,n,e,s, ,valid
t,a,x,i,e,d, , ,valid
v,b,s,j,m, , , ,invalid
e,p,s,e,r, , , ,invalid
s,a,r,u, , , , ,valid
t,r,i,q,x,p, , ,invalid
b,v,t,v,r,l,d, ,invalid
d,s,a, , , , , ,invalid
f,q,s, , , , , ,invalid
g,r,a,y,n,e,s,s,valid
n,o,x,j,e, , , ,invalid
m,p,y,j,c,s, , ,invalid
h,r,a,j,t,f,j, ,invalid
l,e,g,l,e,s,s, ,valid
r,a,c,k,i,n,g, ,valid
p,w,c,e,q, , , ,invalid
s,t,o,n,i,e,r, ,valid
e,u,n,l,w, , , ,invalid
m,v,a, , , , , ,invalid
m,a,k,e,r, , , ,valid
c,k,b,s, , , , ,invalid
p,h,o,n,e,y,s, ,valid
y,b,x, , , , , ,invalid
r,i,p,p,e,d, , ,valid
f,c,g, , , , , ,invalid
v,t,m,g,c,t,d, ,invalid
d,e,f,e,c,t,s, ,valid
j,f,x,x,q,t,m, ,invalid
l,r,d,m, , , , ,invalid
d,u,m,b,n,e,s,s,valid
y,i,o, , , , , ,invalid
u,u,u,q,y,n, , ,invalid
n,p,h,u,l,u,u, ,invalid
h,a,n,s,f, , , ,invalid
n,g,v, , , , , ,invalid
q,h,g, , , , , ,invalid
y,h,o,h,o,s, , ,invalid
s,f,t,g, , , , ,invalid
d,e,m,u,r,e,s,t,valid
p,c,c,n,c, , , ,invalid
r,k,p,u,k,q,x, ,invalid
u,n,w,i,s,e,s,t,valid
s,t,e,e,r,s, , ,valid
f,r,o,s,t, , , ,valid
h,u,t,z,p,a,h, ,valid
c,o,a,d,i, , , ,invalid
p,q,i,j, , , , ,invalid
b,o,l,t,e,d, , ,valid
m,a,n,n,e,r,l,y,valid
a,d,r,e,n,a,l,s,valid
j,o,b, , , , , ,valid
a,i,k,d,d,p,f, ,invalid
e,e,r,i,e,s,t, ,valid
f,e,a,r, , , , ,valid
s,i,y,o,o,e, , ,invalid
y,i,m,r, , , , ,invalid
k,h,d, , , , , ,invalid
p,o,a,c,h,e,s, ,valid
h,e,r,d,e,r,s, ,valid
d,e,q,y,m,n, , ,invalid
m,o,m,s, , , , ,valid
b,h,s, , , , , ,invalid
u,j,o,u,m, , , ,invalid
c,a,s,s,i,n,o, ,valid
j,v,i,n, , , , ,invalid
d,a,t,f,f,a,v, ,invalid
b,o,o,z,y, , , ,valid
y,r,a,p,l, , , ,invalid
f,w,c,p,o,s,m, ,invalid
d,e,l,e,u,y,l, ,invalid
s,j,o,q,d,b,g, ,invalid
s,t,a,r,r,e,d, ,valid
d,r,v,x,p,h, , ,invalid
p,j,q,b,x, , , ,invalid
p,t,x, , , , , ,invalid
u,n,o,w,i, , , ,invalid
s,q,j,p,j, , , ,invalid
o,t,q,t,m, , , ,invalid
a,r,t, , , , , ,valid
s,e,n,d,i,n,g, ,valid
u,n,e,s,v,a,i, ,invalid
q,k,q, , , , , ,invalid
o,h,l,s,s,f,l, ,invalid
j,d,v, , , , , ,invalid
m,f,w,h, , , , ,invalid
a,d,k, , , , , ,invalid
v,i,l,l,a,i,n, ,valid
m,i,u,l, , , , ,invalid
r,g,d,p,y,e,u, ,invalid
t,i,p, , , , , ,invalid
l,e,t,t,i,n,g, ,valid
a,d,v,o,c,a,c,y,valid
l,c,q,y,m,s,p, ,invalid
c,o,f,f,i,n,e,d,valid
r,w,i,j,d,m,s, ,invalid
p,u,r,s,e,d, , ,valid
q,i,k,w,e, , , ,invalid
z,a,n,y, , , , ,valid
e,x,q, , , , , ,invalid
j,e,l,l,o, , , ,valid
b,b,q, , , , , ,invalid
w,e,q, , , , , ,invalid
o,p,p,n,d,m, , ,invalid
n,t,k,e, , , , ,invalid
a,p,s,l,u,e,k, ,invalid
g,i,d,t,w,c, , ,invalid
j,v,l, , , , , ,invalid
i,x,r,x,p,j, , ,invalid
a,q,j,g,d,a, , ,invalid
l,v,i,r, , , , ,invalid
c,o,w,b,i,r,d,s,valid
c,p,u,g,u,b,k, ,invalid
p,b,k,q, , , , ,invalid
s,e,e,m,l,y, , ,valid
h,t,l,r,f,x,w, ,invalid
l,e,t,s, , , , ,valid
w,i,t,h,a,l, , ,valid
u,n,d,e,r,l,i,e,valid
e,s,p,y, , , , ,valid
m,a,s,c,a,r,a,s,valid
c,s,e,n, , , , ,invalid
d,o,c, , , , , ,invalid
d,h,x,l,s, , , ,invalid
o,j,k,g,s,x, , ,invalid
h,f,v, , , , , ,invalid
a,w,o,k, , , , ,invalid
n,c,a, , , , , ,invalid
q,j,v,q,i,k, , ,invalid
f,i,r,e,d, , , ,valid
j,j,r,h,m, , , ,invalid
e,i,x,d,t,n,n, ,invalid
b,i,l,o,p,k, , ,invalid
s,a,h,d, , , , ,invalid
l,y,u,x,i,r,b, ,invalid
j,w,u,t,i,r, , ,invalid
c,r,a,t,e,s, , ,valid
t,n,u,g,h,i,h, ,invalid
j,r,g,p, , , , ,invalid
a,r,w,g,u, , , ,invalid
a,s,m,m,y,t, , ,invalid
r,e,l,a,t,e, , ,valid
v,q,q,k,k, , , ,invalid
w,n,i, , , , , ,invalid
a,u,n,p,q, , , ,invalid
c,x,o,b,s, , , ,invalid
c,f,q,x,x,i,a, ,invalid
q,p,y, , , , , ,invalid
h,e,v,g,q,p,d, ,invalid
f,o,r,c,e,p,s, ,valid
e,h,y,y,j,r, , ,invalid
l,m,x,l,f, , , ,invalid
n,c,l,p,o,v,r, ,invalid
g,s,e,s,v,t,s, ,invalid
i,p,e,c,a,c,s, ,valid
t,b,p,u,p,v,j, ,invalid
b,c,m, , , , , ,invalid
f,o,b, , , , , ,invalid
c,a,p,s,t,a,n,s,valid
f,a,t,a,l,i,t,y,valid
p,e,s,e,t,a, , ,valid
l,t,j, , , , , ,invalid
g,l,a,d,i,o,l,i,valid
p,a,r,o,l,e, , ,valid
g,u,f,a,e,t,h, ,invalid
s,p,e,l,t, , , ,valid
d,e,c,i,p,h,e,r,valid
e,a,u,s,v,g, , ,invalid
f,b,v, , , , , ,invalid
w,l,e,p,s,c, , ,invalid
c,r,a,m,m,e,d, ,valid
w,a,r,r,e,n, , ,valid
t,h,i,c,k,e,r, ,valid
o,c,h,y,u,e,e, ,invalid
r,i,h,k,l, , , ,invalid
t,f,t,v, , , , ,invalid
f,r,u,i,t, , , ,valid
l,a,n,k,y, , , ,valid
u,a,y,l,l,e,p, ,invalid
n,a,p,k,i,n, , ,valid
x,s,j,l,f, , , ,invalid
n,u,a,b, , , , ,invalid
x,g,e,l,n,x, , ,invalid
d,y,i,i, , , , ,invalid
a,e,r,o,s,o,l, ,valid
m,s,h,f,g,v, , ,invalid
u,c,s, , , , , ,invalid
r,h,c,g,d,y, , ,invalid
w,h,i,t,e,c,a,p,valid
o,q,i,h,a,y,d, ,invalid
v,o,g,y, , , , ,invalid
n,e,c,k,l,a,c,e,valid
b,e,u,x,p,x, , ,invalid
l,n,a,f,n,k,g, ,invalid
m,q,t,n, , , , ,invalid
p,y,g,e,a, , , ,invalid
p,a,n,n,e,d, , ,valid
j,o,f, , , , , ,invalid
a,w,v,a, , , , ,invalid
w,o,p,h, , , , ,invalid
c,l,l,g,m, , , ,invalid
j,n,a,i, , , , ,invalid
y,u,k,k,i,n,g, ,valid
i,q,k,d, , , , ,invalid
f,d,l,k,u,u,x, ,invalid
s,c,r,i,b,b,l,e,valid
f,o,u,l,l,y, , ,valid
m,l,r,y,o, , , ,invalid
h,l,w,h, , , , ,invalid
l,s,j,q,s,k, , ,invalid
n,k,i, , , , , ,invalid
t,s,n,y,u, , , ,invalid
e,c,f,t,g,o,b, ,invalid
p,e,n,a,n,c,e,s,valid
h,c,g, , , , , ,invalid
p,y,d,i,x,b,u, ,invalid
s,k,a, , , , , ,invalid
s,d,m,k,s, , , ,invalid
d,s,a, , , , , ,invalid
k,y,j,q,k,k,v, ,invalid
y,g,f, , , , , ,invalid
f,i,l,l,i,p,e,d,valid
k,y,k, , , , , ,invalid
d,o,m,i,n,g, , ,valid
j,f,j,u,b,w, , ,invalid
w,b,j,m,b,y,c, ,invalid
p,o,r,n, , , , ,valid
u,t,t,y,c, , , ,invalid
n,l,f,n,f,g, , ,invalid
h,a,y,c,o,c,k, ,valid
j,e,m,f, , , , ,invalid
b,r,e,e,z,e,s, ,valid
p,o,p,s, , , , ,valid
h,a,b,n,b,x, , ,invalid
u,c,m,o,v,g, , ,invalid
k,k,t,f,p,d, , ,invalid
u,f,l, , , , , ,invalid
p,w,s,w,l,j,k, ,invalid
y,a,c,k, , , , ,valid
o,h,i, , , , , ,invalid
q,t,a,g,n,w,q, ,invalid
y,m,n,b,w, , , ,invalid
h,f,a, , , , , ,invalid
t,u,r,b,i,n,e,s,valid
v,g,w,r,f, , , ,invalid
r,e,b,u,t,t,a,l,valid
o,v,u,c,f,x, , ,invalid
f,w,w,k,s,c,b, ,invalid
p,u,s,h,y, , , ,valid
m,h,t,h,w,j, , ,invalid
y,m,k,h,y,u,a, ,invalid
s,t,b,f,l,l, , ,invalid
e,r,u,p,t,i,o,n,valid
n,o,s,i,e,s,t, ,valid
n,a,e,d,a,b,x, ,invalid
v,w,g, , , , , ,invalid
v,v,e,b,g,j, , ,invalid
d,i,v,i,n,g, , ,valid
c,b,e,o,h,j,y, ,invalid
x,f,i,u, , , , ,invalid
g,o,a,d, , , , ,valid
e,l,e,v,e,n,s, ,valid
v,y,t,t,f,j, , ,invalid
y,q,s,e, , , , ,invalid
a,c,t,i,o,n,s, ,valid
x,w,u, , , , , ,invalid
l,a,c,e,d, , , ,valid
r,u,n,o,f,f, , ,valid
d,e,w,d,r,o,p,s,valid
a,s,e,c,c,m, , ,invalid
t,a,c,t,i,l,e, ,valid
i,y,y, , , , , ,invalid
s,g,h,r,m,l,r, ,invalid
i,f,v,p,d,d, , ,invalid
y,o,a,i,y,f, , ,invalid
b,i,t,i,n,g, , ,valid
l,g,m,v, , , , ,invalid
f,l,y,i,n,g, , ,valid
h,l,g,t,y, , , ,invalid
b,a,l,l, , , , ,valid
a,o,v,a,r, , , ,invalid
b,b,p,s,t,m,l, ,invalid
g,q,u,p,s,b, , ,invalid
m,m,p,h,x, , , ,invalid
p,u,n,v,b, , , ,invalid
i,g,p,h,w, , , ,invalid
l,d,d,n, , , , ,invalid
v,o,u, , , , , ,invalid
e,x,a,c,t,e,s,t,valid
p,u,c,k,x, , , ,invalid
c,a,r,e,e,n,s, ,valid
r,i,f,f,s, , , ,valid
d,o,x,t,e, , , ,invalid
w,g,i,t,h, , , ,invalid
y,x,k,e, , , , ,invalid
i,g,x,y,f,w,n, ,invalid
n,i,b,f, , , , ,invalid
s,p,l,e,n,d,o,r,valid
c,o,n,t,a,c,t,s,valid
i,c,e,s, , , , ,valid
q,s,x, , , , , ,invalid
q,y,d,t,d,w,y, ,invalid
d,l,b,b,b,q, , ,invalid
x,g,x,n,d,h,x, ,invalid
h,j,a,l, , , , ,invalid
d,e,a,d,l,i,e,r,valid
n,v,j,a,y,e, , ,invalid
v,o,g,e,c, , , ,invalid
e,t,k,t, , , , ,invalid
h,j,y,u,g,i, , ,invalid
u,q,u,x,e, , , ,invalid
c,o,c,k, , , , ,valid
f,u,s,i,o,n,s, ,valid
y,d,x,w, , , , ,invalid
i,v,a,j,k,q, , ,invalid
l,i,n,g,e,r,s, ,valid
j,j,s,n,q, , , ,invalid
j,k,g,u,g,d,x, ,invalid
f,m,y,w,c,b,a, ,invalid
n,i,l,i,h,i,c, ,invalid
b,u,n,n, , , , ,invalid
o,q,e,w, , , , ,invalid
w,b,m, , , , , ,invalid
i,k,u,x, , , , ,invalid
h,x,h,p,t,g, , ,invalid
i,q,h,i,d, , , ,invalid
s,a,l,v,e,r,s, ,valid
n,c,m,k,h, , , ,invalid
p,u,s, , , , , ,valid
t,a,s,t,e,r,s, ,valid
r,n,q,a,y,t,e, ,invalid
j,b,b, , , , , ,invalid
p,h,a,n,t,a,s,m,valid
g,f,r, , , , , ,invalid
m,u,n,t,m,t,k, ,invalid
d,e,p,i,c,t, , ,valid
r,m,a,e,m,r,n, ,invalid
t,t,d,b,r,n, , ,invalid
h,p,d,t, , , , ,invalid
d,j,r, , , , , ,invalid
n,t,b,o, , , , ,invalid
b,k,c,y, , , , ,invalid
l,a,t,e,r, , , ,valid
i,b,y, , , , , ,invalid
u,y,h,w, , , , ,invalid
t,g,v,v, , , , ,invalid
k,q,j,c,t,i,e, ,invalid
a,m,e,t,h,y,s,t,valid
o,s,s, , , , , ,invalid
m,c,j,x, , , , ,invalid
m,o,r,r,o,w, , ,valid
h,e,a,r,s, , , ,valid
b,u,n,g,l,e,r,s,valid
b,i,x,y, , , , ,invalid
c,h,o,u,k,o,k,u,valid
r,s,v,p,p,j,q, ,invalid
b,a,w,l,e,d, , ,valid
i,a,g,k,h, , , ,invalid
s,r,r,y,m, , , ,invalid
d,f,e,c,k, , , ,invalid
t,y,i,u,l, , , ,invalid
c,g,n, , , , , ,invalid
m,t,p,w,h,w, , ,invalid
a,c,c,e,p,t,s, ,valid
s,i,l,t,i,n,g, ,valid
t,v,u, , , , , ,invalid
w,h,r,a,j, , , ,invalid
c,o,n,f,i,d,e,d,valid
h,x,g, , , , , ,invalid
c,y,c,u,l,o,q, ,invalid
p,e,p,s,i,n, , ,valid
u,i,n,g,m,a,r, ,invalid
j,m,v, , , , , ,invalid
u,m,i, , , , , ,invalid
a,g,i,d,q,w,q, ,invalid
d,e,p,o,s,e,s, ,valid
a,p,p,l,y,i,n,g,valid
h,m,j,j, , , , ,invalid
s,c,t, , , , , ,invalid
d,o,s, , , , , ,valid
i,v,u,d,i, , , ,invalid
v,o,c,a,t,i,o,n,valid
y,j,d,s,a,a,k, ,invalid
a,i,e,l, , , , ,invalid
s,b,w,a, , , , ,invalid
g,e,y,s,e,r,s, ,valid
s,a,w,a,r,u, , ,valid
d,p,b,m,j,e,h, ,invalid
f,a,q,s,j,h, , ,invalid
h,a,r,d,l,i,n,e,valid
w,o,r,d,i,n,g,s,valid
x,x,p,f,j,l,k, ,invalid
e,o,n, , , , , ,valid
p,l,u,m,e,d, , ,valid
y,o,t,y, , , , ,invalid
i,m,p,i,n,g,e, ,valid
r,r,x,a, , , , ,invalid
p,q,k, , , , , ,invalid
c,a,b,a,r,e,t, ,valid
g,o,d,s,o,n,s, ,valid
b,c,p, , , , , ,invalid
p,k,m,j,u, , , ,invalid
j,c,e,p,g,k,k, ,invalid
c,y,g,f,v,j,s, ,invalid
x,c,r, , , , , ,invalid
c,k,b,q,q,l,b, ,invalid
l,l,t,c,o,s,w, ,invalid
n,v,w, , , , , ,invalid
d,q,o,p,y,i,r, ,invalid
g,q,c,l, , , , ,invalid
c,o,n,s,t,a,n,t,valid
x,n,q,g, , , , ,invalid
g,d,v,y, , , , ,invalid
n,c,d,n, , , , ,invalid
l,u,k,u, , , , ,invalid
w,e,m,d,x,a,o, ,invalid
c,e,s,i,u,m, , ,valid
r,a,t,i,f,i,e,d,valid
b,q,e,s,o, , , ,invalid
e,g,a, , , , , ,invalid
l,l,p,e,w, , , ,invalid
j,o,b,j, , , , ,invalid
h,v,d,h,b,d,d, ,invalid
a,n,o,d,y,n,e, ,valid
c,r,e,a,m,e,d, ,valid
c,r,e,a,m, , , ,valid
l,a,y, , , , , ,valid
e,x,u,d,e,d, , ,valid
v,u,l,b,a,u, , ,invalid
b,v,q,t, , , , ,invalid
q,q,a, , , , , ,invalid
v,w,p,j, , , , ,invalid
q,u,e,a,s,i,e,r,valid
t,f,i,m,p,g, , ,invalid
r,x,x,i,b,n, , ,invalid
u,e,r,j, , , , ,invalid
v,i,e,q,n,o,q, ,invalid
u,o,v,d,h,w,d, ,invalid
w,m,o,s,t,y,h, ,invalid
g,g,j,u,x, , , ,invalid
s,o,m,b,r,e, , ,valid
a,t,t,a,c,k,s, ,valid
n,y,l,q,y, , , ,invalid
w,o,r,d, , , , ,valid
d,x,b,g, , , , ,invalid
l,o,w,l,y, , , ,valid
b,o,n,y, , , , ,valid
a,m,p,f,f, , , ,invalid
a,p,b, , , , , ,invalid
s,m,o,l,d,e,r, ,valid
q,g,y,h,m,x,n, ,invalid
m,g,f,s,t,n, , ,invalid
d,e,s,p,i,s,e, ,valid
e,u,q, , , , , ,invalid
m,q,x,o,h,m, , ,invalid
g,t,i,c,l,t, , ,invalid
c,o,i,k,o,b, , ,invalid
e,n,c,a,m,p, , ,valid
t,h,o,r,a,x,e,s,valid
u,o,k,b, , , , ,invalid
b,u,r,g,l,e, , ,valid
f,o,f,d,c,u,b, ,invalid
r,e,f,i,n,i,n,g,valid
q,a,p,t,f, , , ,invalid
c,h,o,i,c,e,s,t,valid
i,e,h, , , , , ,invalid
r,h,g,y,w, , , ,invalid
b,e,l,o,w, , , ,valid
p,l,g,f,o, , , ,invalid
s,w,a,a,p, , , ,invalid
x,i,l,q,b, , , ,invalid
f,o,w,l, , , , ,valid
y,w,e,o, , , , ,invalid
t,a,r,t,a,n, , ,valid
b,q,l,g,l,e, , ,invalid
d,e,n,y, , , , ,invalid
e,r,q, , , , , ,invalid
a,c,c,e,n,t,e,d,valid
y,r,q, , , , , ,invalid
b,v,i,w, , , , ,invalid
v,p,g,j,n,c,p, ,invalid
b,u,r,d,e,n,s, ,valid
o,x,v, , , , , ,invalid
h,v,b, , , , , ,invalid
w,d,c,m,h, , , ,invalid
y,o,g,a, , , , ,valid
v,n,s,e,t,d, , ,invalid
c,t,t,y, , , , ,invalid
d,i,m,j, , , , ,invalid
f,o,u,l,e,r, , ,valid
y,r,x, , , , , ,invalid
p,q,c,c,c,a,s, ,invalid
t,a,y,g, , , , ,invalid
l,a,g,i,o, , , ,invalid
k,v,e, , , , , ,invalid
q,v,k,a,q, , , ,invalid
i,b,o,n,t, , , ,invalid
v,q,t, , , , , ,invalid
w,e,e,d,i,e,r, ,valid
s,u,b,t,r,a,c,t,valid
d,x,e,t,h, , , ,invalid
i,c,n,f,g, , , ,invalid
m,p,k,j,n,n, , ,invalid
t,i,m,b,r,e, , ,valid
d,a,r,i,n,g,l,y,valid
p,e,g, , , , , ,valid
n,l,j,d, , , , ,invalid
k,x,h,v,x,b, , ,invalid
c,y,o,r,t,h,r, ,invalid
r,a,s,e, , , , ,invalid
j,d,p,l, , , , ,invalid
d,g,s,r,x,y, , ,invalid
c,d,k,y,i, , , ,invalid
g,d,u,x,a,b,v, ,invalid
r,b,k,p, , , , ,invalid
s,m,o,k,i,e,s,t,valid
m,i,l,k,s,o,p, ,valid
x,r,i,w,o, , , ,invalid
u,g,h, , , , , ,invalid
h,j,m, , , , , ,invalid
j,o,g,g,l,i,n,g,valid
p,r,o,m,o,t,e, ,valid
o,c,i, , , , , ,invalid
x,u,v,e,o,e,w, ,invalid
b,u,s,h, , , , ,valid
